Reference,Bathrooms,Contrat,Energy_Class,Sale_Price,Property_Type,Year_Construction,Surface,Energy_Consumption,Elevator,Publish_date,Floor,Street,Heating,City,Country,Autonomous_Community,Bedrooms,Zone
589220,2 baños,venta,,130000,Popular,1987,86.00,,,2024-08-27 10:42:19,Baja,C. Eduardo VII,centralizada,Almería,es,Andalucía,,Almería - Centro Histórico
594360,1 baño,venta,,154900,Media,2001,115.00,,,2024-09-13 12:35:13,3,C. Lijar,,Almería,es,Andalucía,3 dorm.,Los Molinos - El Puche - Torrecardenas
596052,2 baños,venta,e,139000,Popular,2001,141.00,"176,91 kWh/m&sup2; año",,2024-09-27 19:34:05,,C. Ave Fénix,,Almería,es,Andalucía,4 dorm.,La Cañada
591118,1 baño,venta,,49999,Popular,1936,54.00,,,2024-08-27 11:56:04,,Calle Reducto,centralizada,Almería,es,Andalucía,,Almería - Centro Histórico
519153,2 baños,venta,e,185000,Media,1967,194.00,"168,6 kWh/m&sup2; año",,2024-02-01 13:05:15,,C. Vera,,Almería,es,Andalucía,6 dorm.,
590288,2 baños,venta,,116000,Popular,1962,157.00,,,2024-08-27 11:23:43,,C. Eduardo VII,centralizada,Almería,es,Andalucía,,Almería - Centro Histórico
589016,,venta,,79990,Señorial,1935,118.00,,,2024-08-14 11:34:35,Baja,C. Cámaras,,Almería,es,Andalucía,,
588806,,venta,,310000,Media,1969,118.00,,,2024-07-11 18:20:43,Baja,C. Sancti Petri,,Cádiz,es,Andalucía,5 dorm.,Puerta Tierra
551406,2 baños,venta,,85000,Media,1950,190.00,,,2023-07-11 19:30:51,,Monseñor Juan Manuel Font del riego,,Cordoba,es,Andalucía,4 dorm.,Sector Sur - Campo La Verdad
563341,1 baño,venta,,88000,Media,1950,66.00,,,2024-10-02 10:20:05,,C. Medea,,Cordoba,es,Andalucía,2 dorm.,Sector Sur - Campo La Verdad
590043,1 baño,venta,,29900,Media,1950,85.00,,,2024-07-23 19:36:34,Baja,C. Rey Don Pelayo,,Cordoba,es,Andalucía,3 dorm.,Sector Sur - Campo La Verdad
595661,1 baño,venta,,69900,Media,2011,57.00,,,2024-09-27 12:14:49,,Calle Leovigildo,,Cordoba,es,Andalucía,2 dorm.,Sector Sur - Campo La Verdad
597875,1 baño,venta,,69900,Media,2017,85.00,,,2024-10-17 18:54:45,Baja,Alfonso Onceno,,Cordoba,es,Andalucía,2 dorm.,Sector Sur - Campo La Verdad
598181,,venta,,49900,Popular,1982,129.00,,,2024-10-16 13:18:45,Baja,C. el Encinar,,Cordoba,es,Andalucía,,Santa Rosa
594684,3 baños,venta,,240000,Popular,2000,118.00,,,2024-09-17 12:41:58,,C. Horno,,Cordoba,es,Andalucía,3 dorm.,Sector Sur - Campo La Verdad
595001,2 baños,venta,,109000,Media,2004,86.00,,,2024-09-18 20:13:59,,C. Secunda Romana,,Cordoba,es,Andalucía,3 dorm.,Sector Sur - Campo La Verdad
574359,1 baño,venta,,59800,Media,1953,60.00,,,2024-10-01 17:55:15,Baja,Calle Yosuf,,Cordoba,es,Andalucía,3 dorm.,Sector Sur - Campo La Verdad
570949,2 baños,venta,,145000,Popular,1949,144.00,,,2024-10-01 17:55:18,,C. Rey Don Pelayo,,Cordoba,es,Andalucía,2 dorm.,Sector Sur - Campo La Verdad
594295,3 baños,venta,,290000,Señorial,2009,84.00,,,2024-09-13 12:42:30,,C/ Aguilares,,Cordoba,es,Andalucía,3 dorm.,Sector Sur - Campo La Verdad
593345,1 baño,venta,,97500,Media,1960,97.00,,,2024-09-05 12:09:06,,Calle la Rábida,,Cordoba,es,Andalucía,2 dorm.,Sector Sur - Campo La Verdad
590044,,venta,,35000,Media,1950,85.00,,,2024-07-23 19:39:27,Baja,C. Rey Don Pelayo,,Cordoba,es,Andalucía,3 dorm.,Sector Sur - Campo La Verdad
583415,2 baños,venta,,168000,Media,1991,189.00,,,2024-05-21 17:51:12,,C. Cdad. de Carmona,,Cordoba,es,Andalucía,5 dorm.,Sector Sur - Campo La Verdad
590244,1 baño,venta,,79990,Media,1900,65.00,,,2024-07-23 13:07:11,,C. Pompeya Paulina,,Cordoba,es,Andalucía,3 dorm.,Sector Sur - Campo La Verdad
594278,1 baño,venta,f,114900,Popular,1970,114.00,"311,2 kW h/m&sup2; año",,2024-10-31 19:49:10,,C. Pozo,,Granada,es,Andalucía,3 dorm.,Chana - Cerillo - Maracena
598642,,venta,,499000,Popular,1975,210.00,,,2024-10-31 16:54:18,3,C. Jesús Fandila,,Granada,es,Andalucía,,Chana - Villarejo - Barriada De La Cruz
533122,2 baños,venta,f,399900,Popular,1900,234.00,"311,8 kW h/m&sup2; año",,2023-06-28 20:05:04,,Callejon Almona Albayzin,,Granada,es,Andalucía,4 dorm.,Albayzín
592706,3 baños,venta,g,402000,Popular,1910,108.00,"375,28 kWh/m&sup2; año",,2024-09-02 20:28:07,,Cta. Aljibe de Trillo,Independiente,Granada,es,Andalucía,3 dorm.,Albayzín
589327,1 baño,venta,,249900,Popular,1970,80.00,,,2024-07-31 11:49:09,1,Calle Cristo De La  Yedra 15,,Granada,es,Andalucía,3 dorm.,Beiro - Plaza De Toros - Triunfo
337288,3 baños,venta,e,249000,Popular,1997,126.00,"205,13 kWh/m&sup2; año",,2024-08-27 12:15:06,,C. Javier Tortosa,,Granada,es,Andalucía,4 dorm.,Genil
596454,1 baño,venta,,447900,Popular,1994,195.00,,,2024-10-07 19:50:53,,Torre De Alquiza,centralizada (Radiadores),Granada,es,Andalucía,,Zaidín
589322,1 baño,venta,e,79900,Media,1950,76.00,"217,18 kW h/m&sup2; año",,2024-07-23 12:04:55,,C. Acequia de Aynadamar,,Granada,es,Andalucía,2 dorm.,Albayzín
583606,,venta,,470000,Señorial,2006,203.00,,,2024-05-29 13:02:31,3 (planta media),C. Torre de las Rocas,centralizada (Gas),Granada,es,Andalucía,4 dorm.,Zaidín
591523,3 baños,venta,e,299900,De época,2002,173.00,"261,47 kWh/m&sup2; año",,2024-10-09 18:11:45,,C. Luis Heredia Maya,centralizada (Radiadores),Granada,es,Andalucía,3 dorm.,Albayzín
541529,1 baño,venta,g,180000,Popular,1910,178.00,"798,51 kWh/m&sup2; año",,2024-01-01 18:44:01,3 (planta media),C. Portería de Sta. Paula,,Granada,es,Andalucía,5 dorm.,Beiro - Plaza De Toros - Triunfo
595961,2 baños,venta,f,77500,Señorial,2000,90.00,"255,12 kWh/m&sup2; año",,2024-10-07 19:17:12,,Calle Sta. Cruz,,Jaén,es,Andalucía,2 dorm.,
555412,2 baños,venta,,23500,Media,1960,109.00,,,2024-10-28 14:12:36,,C. Bobadilla Baja,,Jaén,es,Andalucía,,Jaén
593413,2 baños,venta,,119000,Media,1994,10000.00,,,2024-09-06 11:53:20,,Carretera de Arbuniel,,Jaén,es,Andalucía,5 dorm.,Jaén
586796,,venta,e,37000,Media,1900,94.00,"278,42 kW h/m&sup2; año",,2024-06-26 11:14:21,,C. Castillo de Jaén,,Jaén,es,Andalucía,3 dorm.,
579105,1 baño,venta,,18500,Media,1965,136.00,,,2024-04-23 11:28:07,,C. Vacas,,Jaén,es,Andalucía,,
582481,1 baño,venta,f,47000,De época,1940,143.00,"357,7 kW h/m&sup2; año",,2024-05-13 13:12:29,,C. Llana de San Juan,,Jaén,es,Andalucía,3 dorm.,
585416,2 baños,venta,e,45500,De época,1940,222.00,"279,40 kW h/m&sup2; año",,2024-06-28 17:23:32,,C. Elvin,,Jaén,es,Andalucía,4 dorm.,
589632,1 baño,venta,f,47500,Popular,1955,116.00,"437,29 kW h/m&sup2; año",,2024-07-18 10:49:46,,C. Hornos Mírez,,Jaén,es,Andalucía,3 dorm.,Jaén
593484,2 baños,venta,f,85500,Popular,2007,62.00,"352,4 kW h/m&sup2; año",,2024-09-06 11:50:34,,C. Bobadilla Alta,Independiente (Gas),Jaén,es,Andalucía,3 dorm.,
567909,2 baños,venta,c,112000,Media,1950,278.00,"109,03 kWh/m&sup2; año",,2023-12-20 11:58:48,,Calle Compañía,,Jaén,es,Andalucía,4 dorm.,
581302,1 baño,venta,,44900,Media,1940,50.00,,,2024-05-13 18:38:21,,Calle Santiago,,Jaén,es,Andalucía,2 dorm.,
365749,1 baño,venta,e,93000,Media,1950,167.00,"301,91 kW h/m&sup2; año",,2022-11-28 11:00:15,,Callejón los Mártires,,Jaén,es,Andalucía,3 dorm.,
585126,1 baño,venta,,47900,De época,1940,163.00,,,2024-06-07 10:42:21,,C. Positillo,,Jaén,es,Andalucía,3 dorm.,
588665,2 baños,venta,,87200,Media,1950,163.00,,,2024-09-05 19:25:24,,Calle arrastradero,,Jaén,es,Andalucía,,
573321,3 baños,venta,,77500,Media,1964,69.00,,,2024-02-15 13:03:30,,C. la Corona,,Jaén,es,Andalucía,2 dorm.,Jaén
591827,2 baños,venta,d,365000,Media,1944,173.00,"93,99 kWh/m&sup2; año",,2024-08-30 19:32:17,,C. Eduardo Bayo,,Málaga,es,Andalucía,4 dorm.,Marmoles - Bailen - Trinidad
599456,1 baño,venta,e,310000,De época,1936,65.00,"110,5 kW h/m&sup2; año",,2024-10-29 11:49:02,,Calle bolivia,,Málaga,es,Andalucía,2 dorm.,Pedregalejo
589280,2 baños,venta,d,120000,Media,1968,96.00,"105,3 kW h/m&sup2; año",,2024-07-16 19:09:24,,Calle Dr. Carrión Pérez,,Málaga,es,Andalucía,2 dorm.,Jardín Botánico - Sagrada Família
598327,2 baños,venta,d,350000,Popular,1990,172.00,"93,8 kWh/m&sup2; año",,2024-10-18 19:28:36,2 (planta media),C. Balzac,Independiente,Málaga,es,Andalucía,3 dorm.,Puerto De La Torre
572249,2 baños,venta,d,349000,Media,1944,185.00,"93,99 kWh/m&sup2; año",,2024-02-02 20:08:24,,C. Eloy Sebastián Fraile,,Málaga,es,Andalucía,4 dorm.,Eugenio Gross - Echevarria
597752,2 baños,venta,c,360000,Popular,1998,275.00,"55,3 kW h/m&sup2; año",,2024-10-18 14:01:15,,C. Gavilán,,Málaga,es,Andalucía,3 dorm.,Puerto De La Torre
588362,1 baño,venta,d,262000,Media,1954,78.00,"93,99 kW h/m&sup2; año",,2024-07-05 10:50:55,,C. Manuel Aparicio,,Málaga,es,Andalucía,3 dorm.,Eugenio Gross - Echevarria
589416,3 baños,venta,e,378000,Media,2005,102.00,"128,5 kWh/m&sup2; año",,2024-10-25 11:10:34,Baja,C. Irlanda,,Málaga,es,Andalucía,3 dorm.,Ortega Y Gasset
593102,3 baños,venta,d,369000,Popular,1997,214.00,"74,7 kWh/m&sup2; año",,2024-10-25 11:10:02,,C. Río Távora,,Málaga,es,Andalucía,4 dorm.,Ortega Y Gasset
592218,1 baño,venta,e,250000,Media,2007,119.00,"81,12 kWh/m&sup2; año",,2024-09-03 11:35:03,,Fortunata y Jacinta,Independiente,Málaga,es,Andalucía,3 dorm.,Puerto De La Torre
594783,3 baños,venta,e,289900,Media,1986,270.00,"100,1 kWh/m&sup2; año",,2024-10-11 09:09:31,Baja,C. Santillana,,Málaga,es,Andalucía,4 dorm.,Ciudad Jardin Norte
595127,2 baños,venta,,380000,Media,1991,146.00,,,2024-09-19 19:50:52,,Calle Tambre,,Málaga,es,Andalucía,3 dorm.,Carlos De Haya
590046,2 baños,venta,f,350000,Media,1936,84.00,"188,66 kWh/m&sup2; año",,2024-08-05 19:39:07,,Av. Salvador Allende,,Málaga,es,Andalucía,4 dorm.,El Palo
593330,2 baños,venta,c,550000,Popular,2007,130.00,"49,1 kW h/m&sup2; año",,2024-09-10 17:47:33,Baja,C. Irlanda,,Málaga,es,Andalucía,3 dorm.,Ortega Y Gasset
533924,1 baño,venta,e,179990,Media,1952,140.00,171 kWh/m&sup2; año,,2024-10-02 17:55:51,Planta baja,Calle alvarez benavides,,Sevilla,es,Andalucía,2 dorm.,Cerro Del Aguila
597337,2 baños,venta,,126500,Media,1984,173.00,,,2024-10-10 17:32:36,Baja,Calle Torrepalma,,Sevilla,es,Andalucía,,Torreblanca
593270,1 baño,venta,g,289990,Señorial,1994,244.00,"259,49 kWh/m&sup2; año",,2024-09-03 13:13:42,2 (planta planta baja),C. Diamantino García Acosta,,Sevilla,es,Andalucía,2 dorm.,Cerro Del Aguila
581171,2 baños,venta,,120000,Popular,1980,158.00,,,2024-10-08 13:47:19,,Calle Puebla de Cazalla,,Sevilla,es,Andalucía,3 dorm.,Palmete - La Negrilla
595348,2 baños,venta,,117260,Media,1984,135.00,,,2024-10-08 13:46:36,,Calle Serenidad,,Sevilla,es,Andalucía,3 dorm.,Palmete - La Negrilla
599608,2 baños,venta,,110000,Popular,1981,139.00,,,2024-10-30 10:46:57,,Calle Generosidad,Independiente,Sevilla,es,Andalucía,,Palmete - La Negrilla
599292,1 baño,venta,,200000,Popular,1945,78.00,,,2024-10-29 20:07:38,,Calle Écija,,Sevilla,es,Andalucía,,Oliva - Tiro De Linea
598539,1 baño,venta,,59900,De época,1971,89.00,,,2024-10-22 19:16:00,Baja,Calle Torrejoncillo,,Sevilla,es,Andalucía,,Torreblanca
593912,2 baños,venta,,157000,Media,1975,294.00,,,2024-09-11 18:04:29,Baja,Calle Torrenueva,,Sevilla,es,Andalucía,,Torreblanca
597213,2 baños,venta,e,399999,Popular,1959,145.00,"180,75 kW h/m&sup2; año",,2024-10-17 17:41:16,,Calle Almensilla,,Sevilla,es,Andalucía,5 dorm.,Macarena - León XIII - Pio XII
594172,2 baños,venta,,129000,Señorial,1970,225.00,,,2024-09-11 17:36:41,2,Calle Torresandino,,Sevilla,es,Andalucía,,Torreblanca
579034,1 baño,venta,f,49900,Señorial,1955,57.00,"245,13 kW h/m&sup2; año",,2024-04-16 17:35:16,,Calle  Virgen de la Saletta,,Sevilla,es,Andalucía,2 dorm.,Su Eminencia 
598309,2 baños,venta,,255000,Popular,2010,200.00,,,2024-10-17 13:23:21,,Calle Linaria,,Sevilla,es,Andalucía,4 dorm.,Pino Montano - Los Oficios Y Mares
549014,3 baños,venta,e,325000,Popular,1970,232.00,"197,87 kW h/m&sup2; año",,2023-06-07 18:09:46,2,Calle Párroco Antonio Gómez Villalobos,,Sevilla,es,Andalucía,5 dorm.,Cerro Del Aguila
593723,1 baño,venta,,109900,Media,1950,76.00,,,2024-10-23 10:54:42,,C. Borja,,Sevilla,es,Andalucía,3 dorm.,Bellavista - Jardines De Hercules
577080,3 baños,venta,,290000,Señorial,1995,250.00,,,2024-03-20 20:33:08,,C. de José Ramírez,Independiente (Gas),Zaragoza,es,Aragón,5 dorm.,Las Fuentes
591933,2 baños,venta,,257000,Media,1990,178.00,,,2024-09-19 19:25:28,,Cl. Mayor,Independiente,Zaragoza,es,Aragón,3 dorm.,Casetas
592229,2 baños,venta,e,366000,Popular,1993,320.00,"212,5 kW h/m&sup2; año",,2024-09-16 19:01:08,,Calle Monte Perdido,Independiente (Radiadores),Zaragoza,es,Aragón,,Picarral
507776,1 baño,venta,,210000,Popular,1950,124.00,,,2024-04-10 19:14:13,,Av. de San José,,Zaragoza,es,Aragón,4 dorm.,San Jose
596969,2 baños,venta,g,170000,Popular,1962,100.00,102 kWh/m&sup2; año,,2024-10-14 14:08:31,,Calle el Tanque,,Santa Cruz De Tenerife,es,Canarias,3 dorm.,La Cuesta
597361,1 baño,venta,g,110000,Popular,1989,160.00,150 kWh/m&sup2; año,,2024-10-16 11:11:30,,Pasaje Draguillo,Independiente (Solar),Santa Cruz De Tenerife,es,Canarias,3 dorm.,Santa Cruz De Tenerife
595792,4 baños,venta,e,670000,Señorial,1999,380.00,"74,50 kWh/m&sup2; año",,2024-10-11 20:20:12,,Pje. de Gaspar Fernández,,Santa Cruz De Tenerife,es,Canarias,7 dorm.,Santa Cruz De Tenerife
597209,3 baños,venta,g,160000,Media,1968,297.00,159 kWh/m&sup2; año,,2024-10-16 11:54:16,,C. Tangara,,Santa Cruz De Tenerife,es,Canarias,9 dorm.,Santa Cruz De Tenerife
595737,,venta,,72000,Popular,1980,90.00,,,2024-10-23 21:57:49,2,C. Antonio Saro,,Santa Cruz De Tenerife,es,Canarias,,Santa Cruz De Tenerife
590005,1 baño,venta,g,129900,Señorial,1961,112.00,98 kW h/m&sup2; año,,2024-10-24 14:13:13,,Calle Isla de La Gomera,,Santa Cruz De Tenerife,es,Canarias,3 dorm.,Cruz Del Señor
594483,1 baño,venta,g,239200,Media,1939,90.00,132 kW h/m&sup2; año,,2024-10-11 20:49:38,,C. Castellon de la Plana,,Santa Cruz De Tenerife,es,Canarias,,La Salle
585985,3 baños,venta,c,399900,Señorial,1998,234.00,98 kWh/m&sup2; año,,2024-07-01 19:28:08,,Calle de Miriam Blasco,Independiente (Gas),Valladolid,es,Castilla Y León,4 dorm.,Parquesol
558966,3 baños,venta,e,399900,Señorial,2006,276.00,351 kWh/m&sup2; año,,2023-09-22 15:28:31,,C. Compositor Facundo Viña,Independiente (Gas),Valladolid,es,Castilla Y León,5 dorm.,Parquesol
599605,2 baños,venta,c,159900,Popular,2009,140.00,81 kW h/m&sup2; año,,2024-10-31 17:44:02,Baja,Don Juan Bravo,Independiente (Geotérmica),Valladolid,es,Castilla Y León,4 dorm.,La Victoria 
597383,1 baño,venta,e,114900,Popular,1958,91.00,"362,00 kW h/m&sup2; año",,2024-10-29 18:17:02,,C. Valoria,Independiente (Gas),Valladolid,es,Castilla Y León,3 dorm.,Santa Clara 
596363,,venta,,95000,Popular,1940,145.00,,,2024-09-30 20:50:02,Baja,Subida Fuente el Sol,,Valladolid,es,Castilla Y León,3 dorm.,La Victoria 
597944,1 baño,venta,f,69900,Media,1936,60.00,412 kW h/m&sup2; año,,2024-10-21 20:46:35,Baja,Rincon Del Esgueva,,Valladolid,es,Castilla Y León,3 dorm.,Pajarillos 
575545,2 baños,venta,g,154900,Popular,1960,150.00,"498,2 kWh/m&sup2; año",,2024-03-15 13:27:02,Baja,C. Alcarria,,Valladolid,es,Castilla Y León,4 dorm.,Barrio España 
594542,1 baño,venta,,63900,Popular,1940,96.00,,,2024-09-23 12:43:25,Baja,C. Alcarria,,Valladolid,es,Castilla Y León,,Barrio España 
590165,3 baños,venta,d,299900,Señorial,1988,243.00,176 kWh/m&sup2; año,,2024-09-20 17:25:26,,Calle Mariano de los Cobos,Independiente (Eléctrica),Valladolid,es,Castilla Y León,4 dorm.,Parquesol
579879,3 baños,venta,g,299900,Media,1980,284.00,"233,95 kWh/m&sup2; año",,2024-05-03 19:04:01,71 (planta planta baja),Avenida Cedro,"Independiente (Chimenea, A Gasoil)",Valladolid,es,Castilla Y León,5 dorm.,La Rubia
593138,2 baños,venta,e,179000,Popular,1995,241.00,250 kWh/m&sup2; año,,2024-08-29 19:10:53,,Calle Hoyo de la arena,Independiente,Valladolid,es,Castilla Y León,4 dorm.,La Rubia
552256,1 baño,venta,,75000,Popular,1952,71.00,,,2024-02-22 11:51:58,Planta baja,Calle del Sol,,Valladolid,es,Castilla Y León,3 dorm.,4 Marzo - La Farola
518282,,venta,,84900,Popular,1928,114.00,,,2023-01-24 12:46:22,,Calle del Sol,,Valladolid,es,Castilla Y León,,4 Marzo - La Farola
598563,2 baños,venta,e,245990,Media,1965,100.00,"228,5 kWh/m&sup2; año",,2024-10-31 11:32:08,,C. Perala,Independiente (A Gasoil),Toledo,es,Castilla-La Mancha,4 dorm.,Avenida De Europa - San Antón - Plaza De Toros
595928,2 baños,venta,f,229990,De época,1880,214.00,"335,1 kW h/m&sup2; año",,2024-10-04 19:39:54,,Cta. San Justo,Independiente,Toledo,es,Castilla-La Mancha,7 dorm.,Casco Histórico
596993,,venta,e,319999,Popular,2005,190.00,"190,2 kW h/m&sup2; año",,2024-10-11 19:18:21,,C. Rodrigo de la Fuente,Independiente (Gas),Toledo,es,Castilla-La Mancha,3 dorm.,Buenavista - Av. Irlanda
563769,2 baños,venta,e,120000,Media,1900,108.00,"179,7 kWh/m&sup2; año",,2023-11-30 16:57:52,,Bajada Barco,,Toledo,es,Castilla-La Mancha,3 dorm.,Casco Histórico
589603,1 baño,venta,e,85000,De época,1900,52.00,"303,3 kW h/m&sup2; año",,2024-08-10 10:26:10,,C. de la Retama,,Toledo,es,Castilla-La Mancha,1 dorm.,Casco Histórico
596462,2 baños,venta,g,159990,De época,1880,133.00,"405,90 kW h/m&sup2; año",,2024-10-15 16:39:46,,C. Cristo de la Calavera,Independiente (Eléctrica),Toledo,es,Castilla-La Mancha,2 dorm.,Casco Histórico
595210,1 baño,venta,f,210000,Media,1900,226.00,"335,1 kW h/m&sup2; año",,2024-09-24 20:37:56,,C. San Cipriano,Independiente (A Gasoil),Toledo,es,Castilla-La Mancha,3 dorm.,Casco Histórico
578943,3 baños,venta,e,74900,Media,1880,283.00,"145,45 kW h/m&sup2; año",,2024-07-25 17:33:03,,Callejón Recogidas,,Toledo,es,Castilla-La Mancha,6 dorm.,Casco Histórico
577549,,venta,f,109990,De época,1930,347.00,110 kW h/m&sup2; año,,2024-04-10 13:04:13,,C. Cuestas,,Toledo,es,Castilla-La Mancha,,Santa Barbara
571056,1 baño,venta,e,104990,Popular,1970,105.00,"178,8 kW h/m&sup2; año",,2024-07-09 09:53:32,,Calle de la Sal,,Toledo,es,Castilla-La Mancha,3 dorm.,Casco Histórico
575927,1 baño,venta,e,139990,Media,1900,324.00,"149,5 kW h/m&sup2; año",,2024-03-12 11:27:10,,C. Cristo de la Calavera,,Toledo,es,Castilla-La Mancha,12 dorm.,Casco Histórico
531941,3 baños,venta,d,305000,De época,1912,215.00,126 kWh/m&sup2; año,,2022-12-27 12:48:47,,Carrer L'Aviador Ruiz de Alda,,Barcelona,es,Cataluña,4 dorm.,Zona Franca
591377,2 baños,venta,e,599000,Popular,1957,224.00,168 kWh/m&sup2; año,,2024-08-05 13:36:04,Baja,Carrer de Llobet I Vall-llosera,,Barcelona,es,Cataluña,5 dorm.,El Guinardó
595106,4 baños,venta,e,575000,Popular,1994,526.00,220 kW h/m&sup2; año,,2024-09-18 20:29:11,,Carrer de Viladrosa,,Barcelona,es,Cataluña,6 dorm.,Verdun
588513,2 baños,venta,e,480000,Señorial,1954,206.00,200 kW h/m&sup2; año,,2024-07-06 12:53:17,,Carrer de Santanyí,centralizada (Radiadores),Barcelona,es,Cataluña,7 dorm.,Porta
588111,,venta,,650000,Popular,2024,107.00,,,2024-07-11 13:22:28,Baja,Carrer dels Consorts Sans Bernet,,Barcelona,es,Cataluña,,Horta
582546,1 baño,venta,g,280000,Media,1930,150.00,450 kW h/m&sup2; año,,2024-05-13 17:54:22,1 (planta baja),Passatge Compañyia,,Barcelona,es,Cataluña,4 dorm.,Plaça Maragall
587754,2 baños,venta,g,255000,Media,1985,250.00,264 kW h/m&sup2; año,,2024-07-10 13:22:14,,Camí de Terres Cavades,centralizada,Tarragona,es,Cataluña,4 dorm.,
591752,2 baños,venta,e,1350000,Señorial,1980,822.00,189 kWh/m&sup2; año,,2024-08-19 12:14:56,,P.º de la Alameda de Osuna,Independiente (Gas),Madrid,es,Comunidad De Madrid,4 dorm.,Alameda De Osuna
535085,4 baños,venta,e,810000,Popular,2003,236.00,272 kWh/m&sup2; año,,2023-01-30 10:51:04,Media,C. Arbucias,"centralizada (Chimenea, Gas)",Madrid,es,Comunidad De Madrid,3 dorm.,Montecarmelo
596097,1 baño,venta,,180000,Señorial,1900,79.00,,,2024-10-16 09:39:23,,Calle de las Poderosas,,Madrid,es,Comunidad De Madrid,2 dorm.,Barajas
599084,2 baños,venta,,450000,Popular,1934,260.00,,,2024-10-25 11:00:04,,C. Piqueñas,,Madrid,es,Comunidad De Madrid,3 dorm.,Carabanchel Alto
573269,5 baños,venta,e,1300000,Señorial,1977,339.00,"282,3 kWh/m&sup2; año",,2024-07-10 11:00:00,,C. de Teseo,Independiente (Gas),Madrid,es,Comunidad De Madrid,4 dorm.,Salvador - Arturo Soria
593286,2 baños,venta,d,390000,Media,1956,144.00,50 kW h/m&sup2; año,,2024-09-27 10:55:10,Baja,Plaza parvillas,,Madrid,es,Comunidad De Madrid,4 dorm.,Villaverde Alto
598256,1 baño,venta,e,429000,Popular,2003,90.00,306 kWh/m&sup2; año,,2024-10-16 20:07:06,,C. de Gomeznarro,Independiente,Madrid,es,Comunidad De Madrid,,
596758,1 baño,venta,,719000,Media,1940,103.00,,,2024-10-09 12:56:41,Media,Calle Ribera del Manzanares,Independiente (Gas),Madrid,es,Comunidad De Madrid,3 dorm.,Madrid
584104,1 baño,venta,d,500000,Media,1959,156.00,598 kWh/m&sup2; año,,2024-05-30 09:39:21,,C. Nueve,,Madrid,es,Comunidad De Madrid,4 dorm.,Ciudad Pegaso
585403,1 baño,venta,d,159000,Popular,1930,62.00,50 kW h/m&sup2; año,,2024-09-24 18:15:44,,C. Alberto Palacios,,Madrid,es,Comunidad De Madrid,,Villaverde Alto
590065,4 baños,venta,,900000,Popular,1978,265.00,,,2024-07-31 12:58:33,Baja,C. Fernando Oriol,,Madrid,es,Comunidad De Madrid,4 dorm.,Aravaca
594065,,venta,f,1890000,Media,2003,454.00,"328,3 kWh/m&sup2; año",,2024-09-11 19:55:12,,C. del Santo Ángel,Independiente (Gas),Madrid,es,Comunidad De Madrid,7 dorm.,
590404,3 baños,venta,,730000,Popular,2002,192.00,,,2024-07-30 23:59:55,,Calle Versalles,,Madrid,es,Comunidad De Madrid,3 dorm.,San Blas - Canillejas
579293,,venta,g,117000,Popular,1978,30.00,344 kWh/m&sup2; año,,2024-04-11 17:31:45,Baja,C. Carlos Aurioles,,Madrid,es,Comunidad De Madrid,2 dorm.,San Diego
576560,2 baños,venta,,490000,Popular,1958,80.00,,,2024-07-02 17:48:27,Baja,C. Castromonte,,Madrid,es,Comunidad De Madrid,3 dorm.,
587412,2 baños,venta,,290000,Señorial,1950,228.00,,,2024-06-27 18:19:27,,C. Magistral Segura,,Alicante,es,Comunidad Valenciana,3 dorm.,San Blas
583944,1 baño,venta,e,249900,Media,1980,147.00,238 kWh/m&sup2; año,,2024-05-24 18:56:00,,C. Río Misisipi,,Alicante,es,Comunidad Valenciana,2 dorm.,Los Ángeles
590166,2 baños,venta,,380000,Señorial,1890,2400.00,,,2024-07-24 10:11:17,,Ctra. del Pi,,Valencia,es,Comunidad Valenciana,6 dorm.,Fonteta - Hnos Maristas
588676,1 baño,venta,,35000,Señorial,1999,175.00,,,2024-10-31 20:25:38,,C. Herradura,,Badajoz,es,Extremadura,5 dorm.,San Roque
596593,1 baño,venta,,24900,Popular,1990,100.00,,,2024-10-31 11:11:32,,C. San Vicente de Paul,,Badajoz,es,Extremadura,,Estacion De Autobuses
560052,2 baños,venta,,41900,Señorial,1960,161.00,,,2024-03-01 10:20:59,,C. Caballero Villarroel,,Badajoz,es,Extremadura,5 dorm.,San Roque
565362,2 baños,venta,,42000,Señorial,1960,80.00,,,2024-10-31 09:52:15,,C. Caballero Villarroel,,Badajoz,es,Extremadura,,San Roque
597088,,venta,,244900,Popular,2016,250.00,,,2024-10-07 20:04:52,Baja,Rafael Gil Gonzalez,,Badajoz,es,Extremadura,,Ciudad Jardin
597373,,venta,,89900,Popular,1972,82.00,,,2024-10-29 10:43:58,1 (planta media),C. Bonifacio Gil,,Badajoz,es,Extremadura,,Ciudad Jardin
598880,4 baños,venta,,710000,Popular,2000,280.00,,,2024-10-25 19:32:04,,Calle de Ntra. Sra. de Guadalupe,,Badajoz,es,Extremadura,6 dorm.,San Fernando
598566,2 baños,venta,,86000,Media,1999,110.00,,,2024-10-21 11:35:14,Baja,C. Bélgica,,Badajoz,es,Extremadura,4 dorm.,Ciudad Jardin
596806,,venta,,74900,Popular,1975,91.00,,,2024-10-24 11:18:18,,C. de José Macón,,Badajoz,es,Extremadura,3 dorm.,San Roque
595469,5 baños,venta,,109900,Media,1974,419.00,,,2024-10-22 20:34:44,,C. Gurugú,,Badajoz,es,Extremadura,8 dorm.,San Fernando
