Reference,Bathrooms,Contrat,Energy_Class,Sale_Price,Property_Type,Year_Construction,Surface,Energy_Consumption,Elevator,Publish_date,Floor,Street,Heating,City,Country,Autonomous_Community,Bedrooms,Zone
596936,1 baño,venta,,147500,Popular,1999,165.00,,,2024-10-21 17:18:44,,El Fresno,,Badajoz,es,Extremadura,5 dorm.,Estacion De Autobuses
598436,2 baños,venta,,96000,Media,1968,100.00,,,2024-10-18 17:29:15,,Calle Jalifa,,Badajoz,es,Extremadura,4 dorm.,San Fernando
595142,2 baños,venta,,57000,Popular,1974,142.00,,,2024-09-20 13:55:10,Baja,C. San Marcial,,Badajoz,es,Extremadura,3 dorm.,San Fernando
564139,1 baño,venta,,137000,Señorial,1965,160.00,,,2024-10-14 20:19:35,,C. Lopez de Tovar,,Badajoz,es,Extremadura,4 dorm.,San Roque
596942,1 baño,venta,d,89900,Media,2007,148.00,"146,3 kW h/m&sup2; año",,2024-10-16 12:57:38,,C. Herradura,,Badajoz,es,Extremadura,2 dorm.,San Roque
520676,1 baño,alquiler,e,780,Media,2000,85.00,164 kW h/m&sup2; año,Sí,2024-10-31 11:41:01,,C. Minerva,centralizada (Gas),Granada,es,Andalucía,3 dorm.,Cartuja - Traumatología
564311,2 baños,alquiler,e,1400,Señorial,1980,85.00,"85,47 kWh/m&sup2; año",Sí,2024-10-31 11:40:55,,Cam. de Alfacar,,Granada,es,Andalucía,5 dorm.,Cartuja - Traumatología
591678,1 baño,alquiler,,109000,Popular,2000,67.00,,,2024-08-22 20:53:09,Semisótano,C. Real de Cartuja,,Granada,es,Andalucía,2 dorm.,Beiro - Plaza De Toros - Triunfo
596594,2 baños,alquiler,c,2300,Media,2020,215.00,"72,32 kWh/m&sup2; año",,2024-10-07 10:39:22,,Calle Vesta,centralizada,Málaga,es,Andalucía,3 dorm.,Puerto De La Torre
597960,2 baños,alquiler,e,1700,Popular,2000,103.00,"154,8 kW h/m&sup2; año",,2024-10-18 19:28:39,,Calle Ortosa,Independiente,Málaga,es,Andalucía,3 dorm.,Puerto De La Torre
599224,,alquiler,,150,Popular,2010,26.00,,,2024-10-28 12:16:48,-4 (planta sótano),Calle Ntra. Sra. de los Clarines,,Málaga,es,Andalucía,,Miraflores De Los Angeles
564429,,alquiler,,750,Popular,1960,83.00,,,2024-10-28 11:54:28,Baja,P.º Tanima,,Málaga,es,Andalucía,3 dorm.,La Paz - Puerta Blanca
597338,,alquiler,b,1600,Popular,2023,70.00,"20,44 kW h/m&sup2; año",,2024-10-09 10:31:56,19 (planta alta),Paseo Martiricos,,Málaga,es,Andalucía,2 dorm.,Martiricos
596737,,alquiler,,1100,Popular,1998,89.00,,Sí,2024-10-08 12:58:51,,C. México,,Málaga,es,Andalucía,3 dorm.,Carlos De Haya
596646,,alquiler,,600,Popular,1983,67.00,,,2024-10-03 09:55:24,Planta baja,C. Victoria Mérida y Piret,,Málaga,es,Andalucía,2 dorm.,Las Delicias - Giron - Parque Mediterraneo
588974,,alquiler,,600,Señorial,1992,142.00,,,2024-07-30 11:09:38,,C/ José Iturbi,,Málaga,es,Andalucía,1 dorm.,Nueva Malaga - Las Chapas
594165,4 baños,alquiler,,4000,Media,1998,254.00,,,2024-09-12 09:29:48,Planta baja,Av. de Carlos Haya,Independiente,Málaga,es,Andalucía,,Carlos De Haya
594692,,alquiler,,1000,Popular,1960,85.00,,,2024-09-17 09:24:57,6,C. Ulía,,Sevilla,es,Andalucía,,El Plantinar - Tiro De Linea
346477,2 baños,alquiler,e,1200,Popular,2003,161.00,"132,28 kWh/m&sup2; año",,2020-05-27 13:39:20,Baja,Calle Afán de Ribera,Independiente (Eléctrica),Sevilla,es,Andalucía,,Cerro Del Aguila
576402,1 baño,alquiler,,530,Media,1975,54.00,,,2024-03-12 19:24:56,Baja,Calle Aragon,,Sevilla,es,Andalucía,,Cerro Del Aguila
588980,,alquiler,,70,Media,2005,12.00,,,2024-07-10 19:25:37,1 (planta media),C. Rector Candil,,Sevilla,es,Andalucía,,El Plantinar - Tiro De Linea
599204,,alquiler,,650,De época,1969,96.00,,,2024-10-25 11:24:00,Baja,C. San Joaquín,,Sevilla,es,Andalucía,,Arroyo - Santa Justa
592421,1 baño,alquiler,,950,Señorial,2023,80.00,,Sí,2024-08-20 19:38:43,Planta baja,C. Nicolás Díaz Benjumea,centralizada (Paneles Solares),Sevilla,es,Andalucía,2 dorm.,Su Eminencia 
574301,,alquiler,,950,Señorial,2023,60.00,,Sí,2024-05-27 17:40:34,1 (planta media),C. Nicolás Díaz Benjumea,,Sevilla,es,Andalucía,2 dorm.,Su Eminencia 
593234,2 baños,alquiler,e,420,Popular,2001,185.00,"135,65 kW h/m&sup2; año",,2024-08-30 20:35:51,Media,C. Afán de Ribera,,Sevilla,es,Andalucía,1 dorm.,Cerro Del Aguila
595385,1 baño,alquiler,,320,Popular,1970,14.00,,,2024-09-23 20:48:19,Baja,C. Párroco Antonio Gómez Villalobos,,Sevilla,es,Andalucía,1 dorm.,Cerro Del Aguila
589589,,alquiler,,800,Popular,1975,84.00,,,2024-08-06 10:41:00,,Calle Puerto de la Molina,,Sevilla,es,Andalucía,,Amate - Rochelambert
589306,1 baño,alquiler,,450,Media,2002,24.00,,,2024-08-20 10:54:46,Baja,Cortijo de la Albarrana,,Sevilla,es,Andalucía,,Carretera De Carmona - San Diego - Las Naciones
583429,2 baños,alquiler,,650,Popular,1940,55.00,,,2024-05-23 12:15:19,Baja,Av. de Pino Montano,,Sevilla,es,Andalucía,,Macarena - La Salle - Begoña
513789,1 baño,alquiler,,500,Popular,1973,60.00,,,2023-12-21 19:11:08,Baja,Plaza Dr. Barraquer,Independiente (Eléctrica),Sevilla,es,Andalucía,,Macarena Golondrinas - Sanchez Pijuan
586238,1 baño,alquiler,f,700,Media,1978,50.00,"388,45 kWh/m&sup2; año",,2024-06-18 10:12:28,Baja,C. José María de Pereda,,Sevilla,es,Andalucía,,Cerro Del Aguila
599554,1 baño,alquiler,,650,Media,2008,85.00,,Sí,2024-10-29 13:14:15,1 (planta alta),Av. de Logroño,Independiente (Gas),Zaragoza,es,Aragón,2 dorm.,Casetas
504523,1 baño,alquiler,,1500,Media,1977,65.00,,,2022-03-10 20:26:00,Baja,Calle de Pano y Ruata,centralizada (Eléctrica),Zaragoza,es,Aragón,2 dorm.,Arrabal
550093,,alquiler,,75,Señorial,1979,10.00,,Sí,2023-06-16 16:47:25,Baja,Urbanización Parque Roma,centralizada (Gas),Zaragoza,es,Aragón,,Parque Roma
592125,,alquiler,f,650,Media,1980,81.00,141 kW h/m&sup2; año,,2024-08-21 10:50:51,Baja,C. de las Delicias,,Zaragoza,es,Aragón,,Delicias
192640,2 baños,alquiler,c,700,Media,2005,100.00,"247,1 kWh/m&sup2; año",,2024-06-25 14:04:53,Baja,C. Pedro Saputo,,Zaragoza,es,Aragón,5 dorm.,Actur
522775,1 baño,alquiler,c,400,Popular,1961,39.00,292 kWh/m&sup2; año,,2024-09-27 11:40:13,Baja,Salvador minguijon,,Zaragoza,es,Aragón,,Las Fuentes
582506,,alquiler,,35,Media,2005,13.00,,Sí,2024-05-13 13:34:27,,Calle Ibón de Catieras,,Zaragoza,es,Aragón,,Miralbueno
353114,1 baño,alquiler,d,2260,Popular,1984,199.00,"305,30 kWh/m&sup2; año",,2023-04-03 17:29:25,,Calle Pablo Ruiz Picasso,,Zaragoza,es,Aragón,,Actur
593105,2 baños,alquiler,e,1200,Señorial,1990,300.00,"212,5 kWh/m&sup2; año",,2024-08-29 17:29:38,Alta,C. de Jesús y María,,Zaragoza,es,Aragón,3 dorm.,Picarral
548628,,alquiler,f,375,Media,2000,58.00,"296,00 kW h/m&sup2; año",,2024-07-20 11:45:47,Baja,Calle Poeta Rosalía de Castro,,Zaragoza,es,Aragón,,Actur
570646,1 baño,alquiler,d,950,De época,1944,85.00,"271,8 kWh/m&sup2; año",,2024-01-19 19:45:30,,Plaza San Gregorio,,Zaragoza,es,Aragón,,Arrabal
503468,1 baño,alquiler,d,480,Popular,1990,101.00,"1333,38 kWh/m&sup2; año",,2022-03-02 19:49:50,Planta baja,Calle Mariano Turmo,centralizada (Eléctrica),Zaragoza,es,Aragón,,Arrabal
554135,1 baño,alquiler,,400,Media,1970,153.00,,,2024-03-06 10:44:20,Baja,C. Domingo Legua Rudilla,,Zaragoza,es,Aragón,,Casetas
318805,,alquiler,,450,Media,1969,125.00,,,2023-12-26 10:51:01,,Calle Reino,,Zaragoza,es,Aragón,1 dorm.,Almozara
215134,,alquiler,,800,Media,2004,235.00,,,2024-06-25 13:04:46,Baja,"Calle Iglesias, Pablo",,Zaragoza,es,Aragón,,Actur
573462,2 baños,alquiler,d,1100,Popular,1996,120.00,305 kW h/m&sup2; año,,2024-02-14 17:42:50,Baja,C. Prof. Adolfo Miaja de la Muela,Independiente (Aéreo Termo),Valladolid,es,Castilla Y León,1 dorm.,Parquesol
571671,1 baño,alquiler,e,650,Popular,1965,66.00,"186,66 kWh/m&sup2; año",Sí,2024-01-29 20:10:46,,Paseo de Zorrilla,,Valladolid,es,Castilla Y León,2 dorm.,La Rubia
598632,1 baño,alquiler,e,730,Popular,1990,78.00,210 kW h/m&sup2; año,Sí,2024-10-21 17:56:44,,Calle del Final,Independiente,Valladolid,es,Castilla Y León,2 dorm.,La Rubia
571622,2 baños,alquiler,e,550,Popular,1960,110.00,"614,2 kW h/m&sup2; año",,2024-10-21 20:37:07,,Calle del Arzobispo Marcelo González,,Valladolid,es,Castilla Y León,,4 Marzo - La Farola
582018,1 baño,alquiler,,300,Media,1941,71.00,,,2024-05-21 19:45:03,Baja,Calle Capuchinos,,Valladolid,es,Castilla Y León,,Hospital Militar
597823,,alquiler,,90,Popular,1983,15.00,,,2024-10-14 13:42:45,Sótano,Calle Urraca,,Valladolid,es,Castilla Y León,,Pajarillos 
590638,1 baño,alquiler,,450,Popular,1960,58.00,,,2024-08-02 19:49:49,Planta baja,Calle Falla,,Valladolid,es,Castilla Y León,,4 Marzo - La Farola
577026,1 baño,alquiler,,350,Popular,1978,46.00,,,2024-04-04 18:04:03,,Calle Dr. Moreno,,Valladolid,es,Castilla Y León,2 dorm.,La Rubia
579077,1 baño,alquiler,,600,Popular,1972,183.00,,,2024-04-09 18:16:56,,Calle Dr. Moreno,,Valladolid,es,Castilla Y León,4 dorm.,La Rubia
578296,,alquiler,,65,Popular,1990,34.00,,,2024-04-02 20:59:52,Sótano,C. Prof. Adolfo Miaja de la Muela,,Valladolid,es,Castilla Y León,1 dorm.,Parquesol
570739,,alquiler,,40,Media,2007,20.00,,,2024-02-07 20:24:45,-1 (planta planta baja),Calle del Monasterio Sta. Isabel,,Valladolid,es,Castilla Y León,,Huerta Del Rey
572967,1 baño,alquiler,,330,Media,1990,25.00,,,2024-02-27 19:39:29,,C. Gerona,,Valladolid,es,Castilla Y León,,Delicias
598124,,alquiler,d,700,Media,2007,66.00,125 kWh/m&sup2; año,,2024-10-25 12:44:47,2 (planta media),Av. de Santa Bárbara,,Toledo,es,Castilla-La Mancha,2 dorm.,Santa Barbara
503200,1 baño,alquiler,f,750,Media,1980,85.00,"242,42 kW h/m&sup2; año",Sí,2024-10-08 12:33:45,,Calle Guadarrama,centralizada (Gas),Toledo,es,Castilla-La Mancha,3 dorm.,Polígono S.m. Benquerencia
598189,1 baño,alquiler,e,550,Media,1991,50.00,"161,8 kW h/m&sup2; año",,2024-10-18 20:29:54,Baja,Bajada Antequeruela,,Toledo,es,Castilla-La Mancha,,Casco Histórico
589442,3 baños,alquiler,g,750,Media,1950,147.00,"271,3 kWh/m&sup2; año",Sí,2024-07-15 20:29:31,2,C. Miguel de Cervantes,,Toledo,es,Castilla-La Mancha,3 dorm.,Casco Histórico
526593,2 baños,alquiler,f,700,Media,1970,86.00,"335,1 kWh/m&sup2; año",,2024-09-10 19:11:30,,C. Carreras San Sebastián,Independiente (Gas),Toledo,es,Castilla-La Mancha,3 dorm.,Casco Histórico
588355,,alquiler,d,450,Media,1977,70.00,"89,0 kW h/m&sup2; año",,2024-07-05 10:24:40,Baja,Av. del Río Boladiez,,Toledo,es,Castilla-La Mancha,1 dorm.,Polígono S.m. Benquerencia
570727,1 baño,alquiler,e,400,Popular,1995,60.00,"130,3 kW h/m&sup2; año",,2024-01-31 21:12:52,Baja,C. Río Alberche,,Toledo,es,Castilla-La Mancha,,Polígono S.m. Benquerencia
549784,1 baño,alquiler,f,1690,Media,1951,59.00,304 kWh/m&sup2; año,,2023-06-17 14:13:53,,C/ de Padilla,,Barcelona,es,Cataluña,2 dorm.,La Sagrada Familia
589966,1 baño,alquiler,,1200,Media,1953,88.00,,,2024-07-24 18:07:22,Planta baja,Carrer de Lepant,,Barcelona,es,Cataluña,1 dorm.,La Sagrada Familia
340463,1 baño,alquiler,e,1400,Media,1936,69.00,169 kWh/m&sup2; año,Sí,2020-02-05 20:25:41,,Carrer de la Concòrdia,,Barcelona,es,Cataluña,3 dorm.,Poble Sec
591720,1 baño,alquiler,g,2300,Popular,1998,252.00,99 kW h/m&sup2; año,,2024-10-30 11:11:55,,Av. de la Mare de Déu de Montserrat,,Barcelona,es,Cataluña,,El Guinardó
590802,,alquiler,c,1500,Media,1970,183.00,103 kWh/m&sup2; año,,2024-07-31 11:41:22,Baja,C/ Gran de Sant Andreu,,Barcelona,es,Cataluña,,Sant Andreu Centre
599574,1 baño,alquiler,,2300,Señorial,1900,91.00,,,2024-10-29 19:24:54,4 (planta alta),Carrer de Villarroel,,Barcelona,es,Cataluña,4 dorm.,Sant Antoni
580289,2 baños,alquiler,e,1690,Media,1924,78.00,141 kWh/m&sup2; año,Sí,2024-04-19 20:03:43,3 (planta media),Carrer de Mallorca,centralizada (Gas),Barcelona,es,Cataluña,2 dorm.,La Sagrada Familia
563277,1 baño,alquiler,e,900,Popular,1900,30.00,130 kWh/m&sup2; año,,2024-10-28 15:57:35,,Carrer de la Vila Joiosa,,Barcelona,es,Cataluña,1 dorm.,La Barceloneta
596922,,alquiler,d,840,Media,1900,45.00,197 kWh/m&sup2; año,,2024-10-04 18:13:41,,Carrer de la Maquinista,,Barcelona,es,Cataluña,,La Barceloneta
573687,,alquiler,c,800,Media,1800,9.00,205 kW h/m&sup2; año,,2024-10-28 19:05:11,Baja,Pg. de Joan de Borbó,,Barcelona,es,Cataluña,,La Barceloneta
346799,1 baño,alquiler,,750,Popular,1930,33.00,,,2023-11-13 17:04:09,Alta,Calle pescadors,Independiente (Termo Ventilación),Barcelona,es,Cataluña,,La Barceloneta
591010,1 baño,alquiler,,4800,Media,1900,409.00,,,2024-09-16 14:00:17,,Gran via de les corts catalanes,,Barcelona,es,Cataluña,,Antiga Esquerra De L'Eixample (Alta)
596917,1 baño,alquiler,g,1800,Media,1800,56.00,259 kW h/m&sup2; año,Sí,2024-10-04 18:20:00,3 (planta media),Passeig de Joan de Borbó Comte de Barcelona,,Barcelona,es,Cataluña,1 dorm.,La Barceloneta
599081,,alquiler,,1800,Popular,1841,105.00,,,2024-10-24 20:08:09,,Carrer de Lancaster,,Barcelona,es,Cataluña,,Raval
246171,1 baño,alquiler,f,800,Popular,1940,35.00,217 kW h/m&sup2; año,,2022-06-27 18:02:36,2 (planta media),Carrer del Comte de Santa Clara,,Barcelona,es,Cataluña,1 dorm.,La Barceloneta
571026,1 baño,alquiler,e,1400,Media,1940,71.00,"160,8 kWh/m&sup2; año",Sí,2024-02-01 17:05:45,,Calle de Bretón de los Herreros,Independiente (Eléctrica),Madrid,es,Comunidad De Madrid,1 dorm.,Chamberí
599462,1 baño,alquiler,,1200,Media,1940,61.00,,,2024-10-29 11:56:27,Semisótano,Santa Cruz de Marcenado,,Madrid,es,Comunidad De Madrid,,Argüelles
599419,2 baños,alquiler,e,1500,Popular,1970,105.00,"195,4 kWh/m&sup2; año",,2024-10-28 17:48:49,,Calle Mota del Cuervo,Independiente (Eléctrica),Madrid,es,Comunidad De Madrid,4 dorm.,
583211,1 baño,alquiler,e,850,Popular,1973,57.00,260 kWh/m&sup2; año,,2024-06-07 09:52:02,,C. del Balandro,Independiente,Madrid,es,Comunidad De Madrid,,Alameda De Osuna
599682,1 baño,alquiler,d,900,Media,2002,42.00,176 kW h/m&sup2; año,,2024-10-31 10:59:08,Baja,Av. Séptima,,Madrid,es,Comunidad De Madrid,1 dorm.,Ciudad Pegaso
594404,2 baños,alquiler,d,1190,Popular,2004,89.00,119 kW h/m&sup2; año,,2024-09-17 11:18:21,2 (planta media),C. Marqués de Casa Jiménez,Independiente (Gas),Madrid,es,Comunidad De Madrid,2 dorm.,Eugenia De Montijo - Colonia De La Prensa
599176,,alquiler,,1150,Popular,1956,71.00,,,2024-10-30 21:09:19,,Virgen del Coro,,Madrid,es,Comunidad De Madrid,,Barrio Concepcion
308869,1 baño,alquiler,,1600,Media,1950,60.00,,,2023-05-20 13:29:28,,Calle Dulcinea,,Madrid,es,Comunidad De Madrid,,Cuatro Caminos
598174,,alquiler,d,580,Media,1956,50.00,326 kW h/m&sup2; año,,2024-10-30 18:53:01,Baja,C. de Hermenegildo Bielsa,,Madrid,es,Comunidad De Madrid,,Usera
497411,,alquiler,f,900,Popular,1956,63.00,304 kW h/m&sup2; año,,2024-10-30 18:52:27,,C. Matilde Gayo,,Madrid,es,Comunidad De Madrid,1 dorm.,Usera
596720,1 baño,alquiler,g,1100,Popular,1957,55.00,393 kWh/m&sup2; año,,2024-10-16 14:11:35,4 (planta alta),Calle Cadalso de los Vidrios,centralizada (Radiadores),Madrid,es,Comunidad De Madrid,3 dorm.,Lacoma - Peñagrande 
596704,1 baño,alquiler,g,1150,Popular,1957,55.00,393 kWh/m&sup2; año,,2024-10-16 14:14:46,,Calle Cadalso de los Vidrios,centralizada (Radiadores),Madrid,es,Comunidad De Madrid,,Lacoma - Peñagrande 
597537,1 baño,alquiler,e,1200,Señorial,1967,80.00,2072 kWh/m&sup2; año,,2024-10-21 11:19:18,,Calle Aristoteles,,Madrid,es,Comunidad De Madrid,,Barrio Concepcion
555550,1 baño,alquiler,e,650,Popular,1970,56.00,402 kW h/m&sup2; año,,2024-10-30 09:52:21,Baja,Islas cies,,Madrid,es,Comunidad De Madrid,1 dorm.,Lacoma - Peñagrande 
564383,1 baño,alquiler,,500,Popular,1976,37.00,,,2024-10-29 20:11:50,Baja,C. Real de Arganda,,Madrid,es,Comunidad De Madrid,,Santa Eugenia 
558003,1 baño,alquiler,e,300,Popular,1969,90.00,118 kWh/m&sup2; año,Sí,2024-07-02 13:34:17,4,C. Pradilla,,Alicante,es,Comunidad Valenciana,3 dorm.,Pla - Carolinas
587290,2 baños,alquiler,e,320,Popular,1972,94.00,118 kWh/m&sup2; año,,2024-06-25 19:33:45,,Calle Foguerer,,Alicante,es,Comunidad Valenciana,4 dorm.,Pla - Carolinas
597020,,alquiler,,1100,Popular,1960,203.00,,,2024-10-05 14:04:44,,Calle Monforte del cid,,Alicante,es,Comunidad Valenciana,,Pla - Carolinas
569601,,alquiler,,650,Popular,1968,67.00,,,2024-01-10 20:02:14,Baja,Inmaculada del Pla,,Alicante,es,Comunidad Valenciana,,Pla - Carolinas
583409,1 baño,alquiler,,450,Popular,1966,54.00,,,2024-10-19 10:26:11,Baja,Carrer del Pare Urbà,,Valencia,es,Comunidad Valenciana,1 dorm.,Sant Antoni - Primado Reig
591454,1 baño,alquiler,,650,Popular,1963,65.00,,,2024-08-06 19:30:13,,Av. del Dr. Peset Aleixandre,,Valencia,es,Comunidad Valenciana,,Benicalap - Peset Aleixandre
596736,2 baños,alquiler,,1700,Señorial,1995,160.00,,Sí,2024-10-04 12:24:14,,C/ de Sagunt,Independiente (Gas),Valencia,es,Comunidad Valenciana,4 dorm.,Sant Antoni - Primado Reig
580458,1 baño,alquiler,,750,Señorial,1936,96.00,,,2024-10-02 11:45:08,Baja,Carrera de la Fonteta de Sant Lluís,,Valencia,es,Comunidad Valenciana,,Monteolivete - Waskman
595253,,alquiler,,1200,Media,1965,231.00,,,2024-09-27 10:53:01,,Av. Francia,,Valencia,es,Comunidad Valenciana,,El Grau
594135,2 baños,alquiler,,1450,Media,1966,90.00,,Sí,2024-09-10 11:54:42,,C/ del Dr. Manuel Candela,,Valencia,es,Comunidad Valenciana,,Albors - Cami Fondo
339899,1 baño,alquiler,,450,Popular,1998,127.00,,,2024-09-20 12:32:08,Baja,Carrer de Sant Joan de la Creu,,Valencia,es,Comunidad Valenciana,4 dorm.,Sant Antoni - Primado Reig
585799,,alquiler,,500,Media,1960,31.00,,,2024-07-12 10:34:44,Planta baja,C/ de Pintor Stolz,,Valencia,es,Comunidad Valenciana,1 dorm.,L'Olivereta - Av Del Cid
592832,,alquiler,,800,Popular,1970,100.00,,,2024-08-27 14:00:27,Baja,C/Marcelino Giner,,Valencia,es,Comunidad Valenciana,,Benimaclet
593564,1 baño,alquiler,d,950,Popular,1965,85.00,67 kW h/m&sup2; año,Sí,2024-09-04 20:37:19,6,Av. del Dr. Peset Aleixandre,,Valencia,es,Comunidad Valenciana,,Saidia - Marxalenes
569647,,alquiler,c,850,De época,2005,247.00,185 kWh/m&sup2; año,,2024-02-16 17:22:28,Baja,Calle Norte,,Valencia,es,Comunidad Valenciana,,Extramurs
514515,,alquiler,,800,Media,1961,169.00,,,2023-02-15 18:38:46,Baja,Fuente san luis,,Valencia,es,Comunidad Valenciana,,Fonteta - Hnos Maristas
558437,,alquiler,,400,Media,1960,45.00,,,2023-10-31 11:08:49,Planta baja,Ebenista caselles,,Valencia,es,Comunidad Valenciana,,Fonteta - Hnos Maristas
512329,1 baño,alquiler,d,550,Popular,1968,42.00,54 kW h/m&sup2; año,,2024-06-19 20:26:57,Baja,Carrer de Gual Villalbí,,Valencia,es,Comunidad Valenciana,1 dorm.,Sant Antoni - Primado Reig
